agent,qid,hits1,traj_len,n_unique,explored,AGEE,S,I,E,redundancy,usr,n_unique_comms,n_nodes,n_edges
PoG,WebQTest-145,0,4,3,1,0.7865954768164664,0.9565899581589958,0.5699192500316977,0.857142857142857,0.6666666666666666,0.75,3,1912,4722
PoG,WebQTest-146,0,5,3,1,0.5345281820520243,0.6891083536839336,0.21395465994962218,0.9,0.5,0.6,2,1985,3252
PoG,WebQTest-147,0,14,6,1,0.5181600844741778,0.7091096545513883,0.18507901456010417,0.8643490819063337,0.38461538461538464,0.42857142857142855,3,1862,4994
PoG,WebQTest-149,1,4,2,1,0.6712317559480443,0.9565653700996968,0.25885042091765625,1.0,0.3333333333333333,0.5,2,1993,4652
PoG,WebQTest-150,1,4,2,1,0.6939412323669486,0.9524291742013257,0.30300759493670887,1.0,0.3333333333333333,0.5,2,1975,4188
PoG,WebQTest-153,1,36,19,1,0.5492853192489581,0.6603067593414316,0.3206063297474594,0.7598499025416972,0.5142857142857142,0.5277777777777778,8,1836,3000
PoG,WebQTest-154,1,4,3,1,0.6714853216809912,0.7048682276798683,0.48088410991636793,0.9285714285714286,0.6666666666666666,0.75,2,1395,3954
PoG,WebQTest-155,0,4,3,1,0.753530856130175,0.9722761247664223,0.4788255405655147,0.8571428571428572,0.6666666666666666,0.75,3,1546,3495
PoG,WebQTest-156,1,4,3,1,0.6181335713166067,0.6807792430934148,0.3782998321055805,0.9285714285714286,0.6666666666666666,0.75,2,1987,4188
PoG,WebQTest-157,1,4,3,1,0.7172437997508423,0.8025,0.53967070567554,0.8571428571428572,0.6666666666666666,0.75,3,240,359
PoG,WebQTest-159,1,2,2,1,0.9575571746316888,0.96004833836858,0.9250058099000698,1.0,1.0,1.0,2,1655,2854
PoG,WebQTest-160,0,6,4,1,0.6839970881277037,0.8716959913498983,0.43817392318004317,0.7878411910669976,0.6,0.6666666666666666,3,903,1261
PoG,WebQTest-161,1,3,3,1,0.8678078375387595,0.9287792711653039,0.7155674102812802,1.0,1.0,1.0,3,1031,1544
PoG,WebQTest-162,0,4,3,1,0.5765019791889373,0.6938556759908098,0.2799294176690746,0.9285714285714286,0.6666666666666666,0.75,2,1982,4638
PoG,WebQTest-163,1,6,3,1,0.696673992391098,0.9566205533596839,0.33722853535353536,0.9230769230769231,0.4,0.5,3,1320,2523
PoG,WebQTest-164,0,4,3,1,0.700097994925377,0.714700897411368,0.5419173351158646,0.9285714285714286,0.6666666666666666,0.75,2,1496,3100
PoG,WebQTest-165,1,8,4,1,0.2404499061655252,0.0009306654257794319,0.35476384364820845,0.9361702127659575,0.42857142857142855,0.5,1,614,895
PoG,WebQTest-166,1,3,3,1,0.3063632519176221,0.00010411244143675172,0.56679777122255,1.0,1.0,1.0,1,1695,3843
PoG,WebQTest-167,1,2,2,1,0.8880231873044844,0.9524701266274296,0.7443820224719101,1.0,1.0,1.0,2,1068,2459
PoG,WebQTest-168,1,30,9,1,0.3564751256751782,0.29289690586006517,0.1613561673016029,0.9214733244731346,0.27586206896551724,0.3,2,1889,3462
PoG,WebQTest-169,1,6,4,1,0.5574251175537576,0.8596150616568681,0.19321379831173902,0.7878411910669975,0.6,0.6666666666666666,3,1991,4661
PoG,WebQTest-170,0,7,4,1,0.6695541654087235,0.8699801141038227,0.4178712313327698,0.7668269230769231,0.5,0.5714285714285714,3,1144,2748
PoG,WebQTest-171,1,4,3,1,0.6510368524004068,0.7306882704470754,0.40975103734439833,0.9285714285714286,0.6666666666666666,0.75,2,482,803
